2016-04-14 16:45:36,17.98,0,7.51
2016-04-14 16:45:37,20.11,0,7.52
2016-04-14 16:45:38,18.18,0,7.51
2016-04-14 16:45:39,16.16,0,7.51
2016-04-14 16:45:42,11.98,0,7.52
2016-04-14 16:45:43,17.68,0,7.52
2016-04-14 16:45:44,16.7,0,7.52
2016-04-14 16:45:45,18.08,0,7.52
2016-04-14 16:45:46,22.81,0,7.52
2016-04-14 16:45:47,15.51,0,7.52
2016-04-14 16:45:48,88.17,0,7.52
2016-04-14 16:45:49,33.09,0,7.52
2016-04-14 16:45:50,54.08,0,7.52
2016-04-14 16:45:51,40.88,0,7.53
2016-04-14 16:45:52,47.96,0,7.53
2016-04-14 16:45:53,34.94,0,7.53
2016-04-14 16:45:54,100,0,7.53
2016-04-14 16:45:55,52.69,0,7.54
2016-04-14 16:45:56,100,0,7.54
2016-04-14 16:45:57,18.05,0,7.54
2016-04-14 16:45:58,25.29,0,7.54
2016-04-14 16:45:59,100,0,7.54
2016-04-14 16:46:00,32.7,0,7.55
2016-04-14 16:46:01,19.07,0,7.55
2016-04-14 16:46:02,31.45,0,7.55
2016-04-14 16:46:03,100,0,7.55
2016-04-14 16:46:04,26.4,0,7.55
2016-04-14 16:46:05,75.6,0,7.55
2016-04-14 16:46:06,90.12,0,7.58
2016-04-14 16:46:07,90.24,0,7.58
2016-04-14 16:46:08,23.65,0,7.58
2016-04-14 16:46:09,77.69,0,7.58
2016-04-14 16:46:10,76.34,0,7.58
2016-04-14 16:46:11,22.21,0,7.58
2016-04-14 16:46:12,100,0,7.59
2016-04-14 16:46:13,18.91,0,7.59
2016-04-14 16:46:14,100,0,7.59
2016-04-14 16:46:15,100,0,7.59
2016-04-14 16:46:16,100,0,7.59
2016-04-14 16:46:17,24.22,0,7.59
2016-04-14 16:46:18,100,0,7.59
2016-04-14 16:46:19,100,0,7.59
2016-04-14 16:46:20,100,0,7.59
2016-04-14 16:46:21,100,0,7.59
2016-04-14 16:46:22,18.38,0,7.59
2016-04-14 16:46:23,100,0,7.59
2016-04-14 16:46:24,100,0,7.59
2016-04-14 16:46:25,100,0,7.6
2016-04-14 16:46:26,90.37,0,7.6
2016-04-14 16:46:27,17.91,0,7.58
2016-04-14 16:46:28,100,0,7.57
2016-04-14 16:46:29,20.69,0,7.57
2016-04-14 16:46:30,100,0,7.57
2016-04-14 16:46:31,17.51,0,7.58
2016-04-14 16:46:32,31.67,0,7.58
2016-04-14 16:46:33,74.82,0,7.58
2016-04-14 16:46:34,100,0,7.58
2016-04-14 16:46:35,100,0,7.58
2016-04-14 16:46:36,75.62,0,7.58
2016-04-14 16:46:37,100,0,7.58
2016-04-14 16:46:38,100,0,7.59
2016-04-14 16:46:39,21.4,0,7.59
2016-04-14 16:46:40,100,0,7.58
2016-04-14 16:46:41,16.71,0,7.59
2016-04-14 16:46:42,100,0,7.59
2016-04-14 16:46:43,87.41,0,7.58
2016-04-14 16:46:44,88.17,0,7.58
2016-04-14 16:46:45,100,0,7.59
2016-04-14 16:46:46,86.99,0,7.58
2016-04-14 16:46:47,100,0,7.58
2016-04-14 16:46:48,60.95,0,7.57
2016-04-14 16:46:49,100,0,7.57
2016-04-14 16:46:50,86.99,0,7.57
2016-04-14 16:46:51,76.34,0,7.57
2016-04-14 16:46:52,72.12,0,7.57
2016-04-14 16:46:53,74.82,0,7.57
2016-04-14 16:46:54,100,0,7.57
2016-04-14 16:46:55,86.3,0,7.57
2016-04-14 16:46:56,77.04,0,7.57
2016-04-14 16:46:57,22.13,0,7.57
2016-04-14 16:46:58,62.8,0,7.57
2016-04-14 16:46:59,24.93,0,7.57
2016-04-14 16:47:00,24.21,0,7.57
2016-04-14 16:47:01,21.32,0,7.57
2016-04-14 16:47:02,87.8,0,7.57
2016-04-14 16:47:03,29.8,0,7.57
2016-04-14 16:47:04,100,0,7.59
2016-04-14 16:47:05,47.88,0,7.6
2016-04-14 16:47:06,89.16,0,7.6
2016-04-14 16:47:07,74.82,0,7.6
2016-04-14 16:47:08,75.22,0,7.6
2016-04-14 16:47:09,89.99,0,7.6
2016-04-14 16:47:10,25.61,0,7.59
2016-04-14 16:47:11,20.44,0,7.59
2016-04-14 16:47:12,25.05,0,7.59
2016-04-14 16:47:13,77.03,0,7.59
2016-04-14 16:47:14,62.23,0,7.59
2016-04-14 16:47:15,74.82,0,7.59
2016-04-14 16:47:16,88.52,0,7.59
2016-04-14 16:47:17,76.34,0,7.59
2016-04-14 16:47:18,27.34,0,7.59
2016-04-14 16:47:19,77.05,0,7.59
2016-04-14 16:47:20,100,0,7.6
2016-04-14 16:47:21,22.79,0,7.59
2016-04-14 16:47:22,73.08,0,7.6
2016-04-14 16:47:23,23.71,0,7.6
2016-04-14 16:47:24,27.02,0,7.6
2016-04-14 16:47:25,79.72,0,7.6
2016-04-14 16:47:26,77.04,0,7.6
2016-04-14 16:47:27,35.88,0,7.6
2016-04-14 16:47:28,68.79,0,7.6
2016-04-14 16:47:29,73.98,0,7.6
2016-04-14 16:47:30,51.2,0,7.58
2016-04-14 16:47:31,67.47,0,7.58
2016-04-14 16:47:32,32.39,0,7.58
2016-04-14 16:47:33,27.42,0,7.58
2016-04-14 16:47:34,58.18,0,7.58
